cohort_id,First_Author,Publication_Title,r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,nobs
392,Richardson,Litter breakdown and invertebrate association with three types of leaves in a temperate rainforest stream,0.9899804099903556,0.9874755124879445,0.054523871866931355,NA,NA,NA,8.00874949879669,-12.017498997593378,-12.798623172725177,0.011891410413446194,4,5
393,Richardson,Litter breakdown and invertebrate association with three types of leaves in a temperate rainforest stream,0.993086903916601,0.9913586298957513,0.03696081620971616,NA,NA,NA,9.952650956543543,-15.905301913087087,-16.686426088218887,0.005464407739553668,4,5
396,Richardson,Litter breakdown and invertebrate association with three types of leaves in a temperate rainforest stream,0.9676803468781491,0.9612164162537788,0.055283025002440166,NA,NA,NA,9.405069748498892,-14.810139496997785,-15.226620558541676,0.01528106426710212,5,6
422,Shaftel,"Breakdown rates, nutrient concentrations, and macroinvertebrate colonization of bluejoint grass litter in headwater streams of the Kenai Peninsula, Alaska",0.9877613708707231,0.984701713588404,0.01590846897737295,NA,NA,NA,14.167684569622072,-24.335369139244143,-25.116493314375944,0.00101231754081615,4,5
423,Shaftel,"Breakdown rates, nutrient concentrations, and macroinvertebrate colonization of bluejoint grass litter in headwater streams of the Kenai Peninsula, Alaska",0.9589028038636113,0.9486285048295141,0.04120214368846845,NA,NA,NA,9.409491175795813,-14.818982351591625,-15.600106526723424,0.006790466578100803,4,5
424,Shaftel,"Breakdown rates, nutrient concentrations, and macroinvertebrate colonization of bluejoint grass litter in headwater streams of the Kenai Peninsula, Alaska",0.9692418815926849,0.9615523519908561,0.03033506981101311,NA,NA,NA,10.940420293537162,-17.880840587074324,-18.661964762206125,0.003680865841756156,4,5
425,Shaftel,"Breakdown rates, nutrient concentrations, and macroinvertebrate colonization of bluejoint grass litter in headwater streams of the Kenai Peninsula, Alaska",0.978773110905746,0.9734663886321826,0.022662236478926668,NA,NA,NA,12.398442867442123,-20.796885734884246,-21.578009910016046,0.002054307848907178,4,5
426,Shaftel,"Breakdown rates, nutrient concentrations, and macroinvertebrate colonization of bluejoint grass litter in headwater streams of the Kenai Peninsula, Alaska",0.993495457215437,0.9918693215192962,0.016917241581213435,NA,NA,NA,13.86027603830951,-23.72055207661902,-24.50167625175082,0.0011447722508685474,4,5
427,Shaftel,"Breakdown rates, nutrient concentrations, and macroinvertebrate colonization of bluejoint grass litter in headwater streams of the Kenai Peninsula, Alaska",0.9914145762351497,0.9892682202939371,0.011415412914491921,NA,NA,NA,15.827120345667938,-27.654240691335875,-28.435364866467676,5.212466080333957e-4,4,5
428,Shieh,Leaf breakdown in a subtropical stream: nutrient release patterns,0.9894558107608048,0.9873469729129658,0.03455490157050675,NA,NA,NA,12.224568690737181,-20.449137381474362,-20.865618443018253,0.00597020611273705,5,6
429,Shieh,Leaf breakdown in a subtropical stream: nutrient release patterns,0.9991756452946488,0.9990107743535785,0.028423844608418937,NA,NA,NA,13.396494794311657,-22.792989588623314,-23.209470650167205,0.0040395747116177315,5,6
430,Shieh,Leaf breakdown in a subtropical stream: nutrient release patterns,0.9698740661828535,0.9638488794194242,0.1684505657842204,NA,NA,NA,2.7200111733659984,-1.4400223467319968,-1.856503408275887,0.14187796556511983,5,6
431,Sridhar,Fungal assemblage and leaf litter decomposition in riparian tree holes and in a coastal stream of the south-west India.,0.9964657581208586,0.9957589097450303,0.009334566891305063,NA,NA,NA,20.0775188668505,-36.155037733701,-36.57151879524489,4.356706952412434e-4,5,6
433,Stallcup,Does nitrogen become limiting under high-P conditions in detritus-based tropical streams?,0.9626663756444391,0.9573330007365018,0.35505542706353516,NA,NA,NA,-2.5335317421728556,9.067063484345711,9.225946567705382,0.8824504940108853,7,8
435,Stallcup,Does nitrogen become limiting under high-P conditions in detritus-based tropical streams?,0.9843829467316563,0.9821519391218929,0.1441455318017332,NA,NA,NA,4.678072122815643,-5.356144245631286,-5.197261162271615,0.14544554036883137,7,8
446,Tenkiano,Leaf litter decomposition in Guinean savannah streams,0.9721644674175203,0.9652055842719003,0.212734581119399,NA,NA,NA,1.201716153909267,1.5965676921814662,0.8154435170496668,0.18102400801618462,4,5
448,Tenkiano,Leaf litter decomposition in Guinean savannah streams,0.9971473440570442,0.9964341800713052,0.0969909193980308,NA,NA,NA,5.128855808832917,-6.257711617665834,-7.038835792797633,0.03762895378270122,4,5
449,Tenkiano,Leaf litter decomposition in Guinean savannah streams,0.9880090635396283,0.9850113294245353,0.09628260703212875,NA,NA,NA,5.165504156389864,-6.331008312779728,-7.112132487911527,0.03708136166761331,4,5
453,Yanai,"Effects of salmon carcasses on experimental stream ecosystems in Hokkaido, Japan",0.96630726224594,0.9550763496612533,0.0438760699402183,NA,NA,NA,7.405154857651278,-10.810309715302555,-12.037720993062774,0.005775328540196785,3,4
454,Yanai,"Effects of salmon carcasses on experimental stream ecosystems in Hokkaido, Japan",0.9727019569341826,0.9636026092455768,0.02932216671092703,NA,NA,NA,9.017256035918829,-14.034512071837657,-15.261923349597875,0.002579368381870192,3,4
