site,MAT_C,species,litter_type,topmesh_mm,years_deployed,afdm_remain_per
HBR,5.5,THPL,litter,1,2.05,60.79
HBR,5.5,THPL,litter,1,3.03,40.06
HBR,5.5,THPL,litter,1,3.99,29.85
HBR,5.5,THPL,litter,1,5,22.87
HBR,5.5,THPL,litter,1,6,23.48
HBR,5.5,TRAE,litter,1,0,100
HBR,5.5,TRAE,litter,1,1.02,61.63
HBR,5.5,TRAE,litter,1,2.05,38.87
HBR,5.5,TRAE,litter,1,3.03,35.62
HBR,5.5,TRAE,litter,1,3.99,16.23
HBR,5.5,TRAE,litter,1,5,18.87
HBR,5.5,TRAE,litter,1,6,8.78
HBR,5.5,VOFE,litter,1,0,100
HBR,5.5,VOFE,litter,1,2.05,82.12
HFR,6.8,ACSA,litter,1,0,100
HFR,6.8,ACSA,litter,1,1.01,47.4
HFR,6.8,ACSA,litter,1,1.98,25.68
HFR,6.8,ACSA,litter,1,2.97,26.75
HFR,6.8,ACSA,litter,1,3.98,24.89
HFR,6.8,ACSA,litter,1,4.99,18.74
HFR,6.8,ACSA,litter,1,6.01,17.81
HFR,6.8,ACSA,litter,1,6.99,24.49
HFR,6.8,ACSA,litter,1,7.97,22.8
HFR,6.8,ACSA,litter,1,8.98,19.24
HFR,6.8,ACSA,litter,1,10.03,10.42
HFR,6.8,ANGE,root,0.1,0,100
HFR,6.8,ANGE,root,0.1,1.01,68.91
HFR,6.8,ANGE,root,0.1,1.98,37.04
HFR,6.8,ANGE,root,0.1,2.97,38.58
HFR,6.8,ANGE,root,0.1,3.98,30.78
HFR,6.8,ANGE,root,0.1,4.97,28.34
HFR,6.8,ANGE,root,0.1,6.02,21.01
HFR,6.8,ANGE,root,0.1,7,18.56
HFR,6.8,ANGE,root,0.1,7.97,14.26
HFR,6.8,ANGE,root,0.1,8.98,14.59
HFR,6.8,ANGE,root,0.1,10.03,16.42
HFR,6.8,ANSC,litter,1,0,100
HFR,6.8,ANSC,litter,1,4.97,17.03
HFR,6.8,BOGR,litter,1,0,100
HFR,6.8,BOGR,litter,1,1.01,51.43
HFR,6.8,CEGR,litter,1,0,100
HFR,6.8,CEGR,litter,1,8.99,17.05
HFR,6.8,CONU,litter,1,0,100
HFR,6.8,CONU,litter,1,2.97,11.01
HFR,6.8,DRGL,root,0.1,0,100
HFR,6.8,DRGL,root,0.1,1.01,66.46
HFR,6.8,DRGL,root,0.1,1.98,56.43
HFR,6.8,DRGL,root,0.1,2.97,38.46
HFR,6.8,DRGL,root,0.1,3.98,37.85
HFR,6.8,DRGL,root,0.1,4.97,36.93
HFR,6.8,DRGL,root,0.1,6.02,29.58
HFR,6.8,DRGL,root,0.1,7,20.45
HFR,6.8,DRGL,root,0.1,7.97,31
HFR,6.8,DRGL,root,0.1,8.98,22.8
HFR,6.8,DRGL,root,0.1,10.03,19.83
HFR,6.8,DRGL,litter,1,0,100
HFR,6.8,DRGL,litter,1,1.01,43.43
HFR,6.8,DRGL,litter,1,1.98,24.5
HFR,6.8,DRGL,litter,1,2.97,19.17
HFR,6.8,DRGL,litter,1,3.98,20.05
HFR,6.8,DRGL,litter,1,4.97,13.28
HFR,6.8,DRGL,litter,1,6.02,11.8
HFR,6.8,DRGL,litter,1,6.99,7.6
HFR,6.8,DRGL,litter,1,7.97,13.36
HFR,6.8,DRGL,litter,1,8.98,11.5
HFR,6.8,DRGL,litter,1,10.03,11.14
HFR,6.8,LATR,litter,1,0,100
HFR,6.8,LATR,litter,1,3.98,27.93
HFR,6.8,LATR,litter,1,6.02,26.48
HFR,6.8,PIEL,root,0.1,0,100
HFR,6.8,PIEL,root,0.1,1.01,76.82
HFR,6.8,PIEL,root,0.1,1.98,69.03
HFR,6.8,PIEL,root,0.1,2.97,66.24
HFR,6.8,PIEL,root,0.1,3.98,58.91
HFR,6.8,PIEL,root,0.1,4.97,61.42
HFR,6.8,PIEL,root,0.1,6.02,62.11
HFR,6.8,PIEL,root,0.1,7,63.58
HFR,6.8,PIEL,root,0.1,7.97,57.74
HFR,6.8,PIEL,root,0.1,8.98,54.67
HFR,6.8,PIEL,root,0.1,10.03,47.59
HFR,6.8,PIRE,litter,1,0,100
HFR,6.8,PIRE,litter,1,1.01,78.82
HFR,6.8,PIRE,litter,1,1.98,64.5
HFR,6.8,PIRE,litter,1,2.97,47.28
HFR,6.8,PIRE,litter,1,3.98,32.72
HFR,6.8,PIRE,litter,1,4.97,27.87
HFR,6.8,PIRE,litter,1,6.02,27.89
HFR,6.8,PIRE,litter,1,6.99,28.49
HFR,6.8,PIRE,litter,1,7.97,26.89
HFR,6.8,PIRE,litter,1,8.98,27.74
HFR,6.8,PIRE,litter,1,10.03,26
HFR,6.8,PIST,litter,1,0,100
HFR,6.8,PIST,litter,1,10.03,19.21
HFR,6.8,POTR,litter,1,0,100
HFR,6.8,POTR,litter,1,6.99,20.3
HFR,6.8,QUPR,litter,1,0,100
HFR,6.8,QUPR,litter,1,1.01,58.72
HFR,6.8,QUPR,litter,1,1.98,34.68
HFR,6.8,QUPR,litter,1,2.98,18.28
HFR,6.8,QUPR,litter,1,3.98,18.34
HFR,6.8,QUPR,litter,1,4.97,12.82
HFR,6.8,QUPR,litter,1,6.02,15.12
HFR,6.8,QUPR,litter,1,7,12.97
HFR,6.8,QUPR,litter,1,7.97,12
HFR,6.8,QUPR,litter,1,8.98,14.96
HFR,6.8,QUPR,litter,1,10.03,12.03
HFR,6.8,SPAL,litter,1,0,100
HFR,6.8,SPAL,litter,1,1.98,35.89
HFR,6.8,THPL,litter,1,0,100
HFR,6.8,THPL,litter,1,1.01,76.36
HFR,6.8,THPL,litter,1,1.98,52.21
HFR,6.8,THPL,litter,1,2.97,48.05
HFR,6.8,THPL,litter,1,3.98,38.83
HFR,6.8,THPL,litter,1,4.97,26.77
HFR,6.8,THPL,litter,1,6.02,23.71
HFR,6.8,THPL,litter,1,7,27.74
HFR,6.8,THPL,litter,1,7.97,19.98
HFR,6.8,THPL,litter,1,8.98,22.84
HFR,6.8,THPL,litter,1,10.03,18.57
HFR,6.8,TRAE,litter,1,0,100
HFR,6.8,TRAE,litter,1,1.01,65.21
HFR,6.8,TRAE,litter,1,1.98,53.91
HFR,6.8,TRAE,litter,1,2.97,27.93
HFR,6.8,TRAE,litter,1,3.98,27.37
HFR,6.8,TRAE,litter,1,4.97,23.26
HFR,6.8,TRAE,litter,1,6.02,14.86
HFR,6.8,TRAE,litter,1,6.99,17.25
HFR,6.8,TRAE,litter,1,7.96,17
HFR,6.8,TRAE,litter,1,8.99,17.88
HFR,6.8,TRAE,litter,1,10.03,13.19
HFR,6.8,VOFE,litter,1,0,100
HFR,6.8,VOFE,litter,1,7.97,68.82
AND,9.3,ACSA,litter,1,0,100
AND,9.3,ACSA,litter,1,0.99,70.8
AND,9.3,ACSA,litter,1,1.99,53.45
AND,9.3,ACSA,litter,1,3.01,41.85
AND,9.3,ACSA,litter,1,4.02,35.2
AND,9.3,ACSA,litter,1,5.02,36.58
AND,9.3,ACSA,litter,1,6.01,26.19
AND,9.3,ACSA,litter,1,7,30.1
AND,9.3,ACSA,litter,1,8.04,20.26
AND,9.3,ACSA,litter,1,9,21.17
AND,9.3,ACSA,litter,1,10.03,19.98
AND,9.3,ACSA,litter,7,0,100
AND,9.3,ACSA,litter,7,0.99,67.64
AND,9.3,ACSA,litter,7,1.99,65.8
AND,9.3,ANGE,root,0.1,0,100
AND,9.3,ANGE,root,0.1,0.99,72.32
AND,9.3,ANGE,root,0.1,1.99,46.07
AND,9.3,ANGE,root,0.1,3.01,47.72
AND,9.3,ANGE,root,0.1,4.02,40.4
AND,9.3,ANGE,root,0.1,5.02,27.26
AND,9.3,ANGE,root,0.1,6.01,26.16
AND,9.3,ANGE,root,0.1,7,24.9
AND,9.3,ANGE,root,0.1,8.04,18.95
AND,9.3,ANGE,root,0.1,9,22.6
AND,9.3,ANGE,root,0.1,10.03,19.04
AND,9.3,BELU,litter,1,0,100
AND,9.3,BELU,litter,1,4.02,55.84
AND,9.3,BOGR,litter,1,0,100
AND,9.3,BOGR,litter,1,7,26.04
AND,9.3,CEGR,litter,1,0,100
AND,9.3,CEGR,litter,1,1.99,53.1
AND,9.3,DRGL,root,0.1,0,100
AND,9.3,DRGL,root,0.1,0.99,81.38
AND,9.3,DRGL,root,0.1,1.99,66.86
AND,9.3,DRGL,root,0.1,3.01,41.83
AND,9.3,DRGL,root,0.1,4.02,35.24
AND,9.3,DRGL,root,0.1,5.02,34.35
AND,9.3,DRGL,root,0.1,6.01,30.8
AND,9.3,DRGL,root,0.1,7,32.83
AND,9.3,DRGL,root,0.1,8.04,23.46
AND,9.3,DRGL,root,0.1,9,29.37
AND,9.3,DRGL,root,0.1,10.03,15.6
AND,9.3,DRGL,litter,1,0,100
AND,9.3,DRGL,litter,1,0.99,51.86
AND,9.3,DRGL,litter,1,1.99,43.24
AND,9.3,DRGL,litter,1,3.01,28.23
AND,9.3,DRGL,litter,1,4.02,25.58
AND,9.3,DRGL,litter,1,5.02,21.76
AND,9.3,DRGL,litter,1,6.01,13.69
AND,9.3,DRGL,litter,1,7,21.05
AND,9.3,DRGL,litter,1,8.04,12.29
AND,9.3,DRGL,litter,1,9,11.64
AND,9.3,DRGL,litter,1,10.03,5.89
AND,9.3,MYCE,litter,1,0,100
AND,9.3,MYCE,litter,1,10.03,15.17
AND,9.3,PIEL,root,0.1,0,100
AND,9.3,PIEL,root,0.1,0.99,81.47
AND,9.3,PIEL,root,0.1,1.99,74.42
AND,9.3,PIEL,root,0.1,3.01,65.17
AND,9.3,PIEL,root,0.1,4.02,61.31
AND,9.3,PIEL,root,0.1,5.02,51.91
AND,9.3,PIEL,root,0.1,6.01,47.9
AND,9.3,PIEL,root,0.1,7,43.27
AND,9.3,PIEL,root,0.1,8.04,46.81
AND,9.3,PIEL,root,0.1,9,50.25
AND,9.3,PIEL,root,0.1,10.03,44.13
AND,9.3,PIRE,litter,1,0,100
AND,9.3,PIRE,litter,1,0.99,85.09
AND,9.3,PIRE,litter,1,1.99,73.5
AND,9.3,PIRE,litter,1,3.01,58.92
AND,9.3,PIRE,litter,1,4.02,43.19
AND,9.3,PIRE,litter,1,5.02,44.01
AND,9.3,PIRE,litter,1,6.01,57.36
AND,9.3,PIRE,litter,1,7,32.22
AND,9.3,PIRE,litter,1,8.04,28.26
AND,9.3,PIRE,litter,1,9,27.23
AND,9.3,PIRE,litter,1,10.03,21.92
AND,9.3,PIST,litter,1,0,100
AND,9.3,PIST,litter,1,0.99,80.77
AND,9.3,PIST,litter,1,9,24.74
AND,9.3,POTR,litter,1,0,100
AND,9.3,POTR,litter,1,8.04,35.55
AND,9.3,PSME,litter,1,0,100
AND,9.3,PSME,litter,1,5.02,38.35
AND,9.3,QUPR,litter,1,0,100
AND,9.3,QUPR,litter,1,0.99,70.2
AND,9.3,QUPR,litter,1,1.99,44
AND,9.3,QUPR,litter,1,3.01,38.3
AND,9.3,QUPR,litter,1,4.02,30.2
AND,9.3,QUPR,litter,1,5.02,25.96
AND,9.3,QUPR,litter,1,6.01,24.26
AND,9.3,QUPR,litter,1,7,26.5
AND,9.3,QUPR,litter,1,8.04,24.44
AND,9.3,QUPR,litter,1,9,21.47
AND,9.3,QUPR,litter,1,10.03,20.28
AND,9.3,RHMA,litter,1,0,100
AND,9.3,RHMA,litter,1,0.99,76.27
AND,9.3,RHMA,litter,1,1.99,66.35
AND,9.3,RHMA,litter,7,0,100
AND,9.3,RHMA,litter,7,0.99,76.34
AND,9.3,RHMA,litter,7,1.99,65.79
AND,9.3,SPAL,litter,1,0,100
AND,9.3,SPAL,litter,1,3.01,47.38
AND,9.3,SPAL,litter,1,6.01,36.98
AND,9.3,THPL,litter,1,0,100
AND,9.3,THPL,litter,1,0.99,76.93
AND,9.3,THPL,litter,1,1.99,68.24
AND,9.3,THPL,litter,1,3.01,59.95
AND,9.3,THPL,litter,1,4.02,54.14
AND,9.3,THPL,litter,1,5.02,44.38
AND,9.3,THPL,litter,1,6.01,39.75
AND,9.3,THPL,litter,1,7,33.01
AND,9.3,THPL,litter,1,8.04,27.69
AND,9.3,THPL,litter,1,9,26.7
AND,9.3,THPL,litter,1,10.03,25.99
AND,9.3,TRAE,litter,1,0,100
AND,9.3,TRAE,litter,1,0.99,77.41
AND,9.3,TRAE,litter,1,1.99,71.63
AND,9.3,TRAE,litter,1,3.01,56.16
AND,9.3,TRAE,litter,1,4.02,52.14
AND,9.3,TRAE,litter,1,5.02,38.09
AND,9.3,TRAE,litter,1,6.01,30.25
AND,9.3,TRAE,litter,1,7,26.75
AND,9.3,TRAE,litter,1,8.04,20.47
AND,9.3,TRAE,litter,1,9,21.04
AND,9.3,TRAE,litter,1,10.03,20.59
AND,9.3,TRAE,litter,7,0,100
AND,9.3,TRAE,litter,7,0.99,82.61
AND,9.3,TRAE,litter,7,1.99,74.48
NLK,4.4,ACSA,litter,1,0,100
NLK,4.4,ACSA,litter,1,1.03,66.38
NLK,4.4,ACSA,litter,1,2.08,50.99
NLK,4.4,ANGE,root,0.1,0,100
NLK,4.4,ANGE,root,0.1,1.03,56.57
NLK,4.4,ANGE,root,0.1,2.08,55.66
NLK,4.4,ANGE,litter,1,0,100
NLK,4.4,ANGE,litter,1,2.08,60.59
NLK,4.4,DRGL,root,0.1,0,100
NLK,4.4,DRGL,root,0.1,1.03,69.41
NLK,4.4,DRGL,root,0.1,2.08,63.96
NLK,4.4,DRGL,litter,1,0,100
NLK,4.4,DRGL,litter,1,1.03,58.25
NLK,4.4,DRGL,litter,1,2.08,45.69
NLK,4.4,PIEL,root,0.1,0,100
NLK,4.4,PIEL,root,0.1,1.03,87.48
NLK,4.4,PIEL,root,0.1,2.08,78.47
NLK,4.4,PIRE,litter,1,0,100
NLK,4.4,PIRE,litter,1,1.03,86.64
NLK,4.4,PIRE,litter,1,2.08,75.22
NLK,4.4,QUPR,litter,1,0,100
NLK,4.4,QUPR,litter,1,1.03,76.25
NLK,4.4,QUPR,litter,1,2.08,68.45
NLK,4.4,RHMA,litter,1,0,100
NLK,4.4,RHMA,litter,1,1.03,84.22
NLK,4.4,THPL,litter,1,0,100
NLK,4.4,THPL,litter,1,1.03,83.84
NLK,4.4,THPL,litter,1,2.08,68.49
NLK,4.4,TRAE,litter,1,0,100
NLK,4.4,TRAE,litter,1,1.03,72.77
NLK,4.4,TRAE,litter,1,2.08,65.46
OLY,9.5,ACSA,litter,1,0,100
OLY,9.5,ACSA,litter,1,1.01,53.03
OLY,9.5,ACSA,litter,1,2,39.56
OLY,9.5,ACSA,litter,1,3.01,41.34
OLY,9.5,ACSA,litter,1,4,35.42
OLY,9.5,ACSA,litter,1,5,30.8
OLY,9.5,ACSA,litter,1,6.02,26.58
OLY,9.5,ACSA,litter,1,6.99,16.15
OLY,9.5,ACSA,litter,1,7.99,22.42
OLY,9.5,ACSA,litter,1,8.99,19.48
OLY,9.5,ANGE,root,0.1,0,100
OLY,9.5,ANGE,root,0.1,1.01,46.28
OLY,9.5,ANGE,root,0.1,2,25.06
OLY,9.5,ANGE,root,0.1,3.01,22.48
OLY,9.5,ANGE,root,0.1,4,29.99
OLY,9.5,ANGE,root,0.1,5,24.71
OLY,9.5,ANGE,root,0.1,6.02,20.67
OLY,9.5,ANGE,root,0.1,6.99,7.51
OLY,9.5,ANGE,root,0.1,7.99,15.55
OLY,9.5,ANGE,root,0.1,8.99,6.79
OLY,9.5,ANGE,root,0.1,10.02,18.32
OLY,9.5,BOER,litter,1,0,100
OLY,9.5,BOER,litter,1,6.99,17.2
OLY,9.5,BOGR,litter,1,0,100
OLY,9.5,BOGR,litter,1,6.02,26.21
OLY,9.5,CEGR,litter,1,0,100
OLY,9.5,CEGR,litter,1,1.01,54.16
OLY,9.5,DRGL,root,0.1,0,100
OLY,9.5,DRGL,root,0.1,1.01,49.84
OLY,9.5,DRGL,root,0.1,2,56.23
OLY,9.5,DRGL,root,0.1,3.01,41.13
OLY,9.5,DRGL,root,0.1,4,42.13
OLY,9.5,DRGL,root,0.1,5,30.89
OLY,9.5,DRGL,root,0.1,6.02,31.06
OLY,9.5,DRGL,root,0.1,6.99,19.57
OLY,9.5,DRGL,root,0.1,7.99,35.74
OLY,9.5,DRGL,root,0.1,8.99,25.38
OLY,9.5,DRGL,root,0.1,10.02,22.99
OLY,9.5,DRGL,litter,1,0,100
OLY,9.5,DRGL,litter,1,1.01,42.61
OLY,9.5,DRGL,litter,1,2,23.1
OLY,9.5,DRGL,litter,1,3.01,18.04
OLY,9.5,DRGL,litter,1,4,15.75
OLY,9.5,DRGL,litter,1,5,8.96
OLY,9.5,DRGL,litter,1,6.02,11.96
OLY,9.5,DRGL,litter,1,6.99,2.28
OLY,9.5,DRGL,litter,1,7.99,10.76
OLY,9.5,DRGL,litter,1,8.99,8.29
OLY,9.5,FAGR,litter,1,0,100
OLY,9.5,FAGR,litter,1,4,49.6
OLY,9.5,FAGR,litter,1,5,53.76
OLY,9.5,LATR,litter,1,0,100
OLY,9.5,LATR,litter,1,3.01,13.93
OLY,9.5,MYCE,litter,1,0,100
OLY,9.5,MYCE,litter,1,7.99,34.26
OLY,9.5,PIEL,root,0.1,0,100
OLY,9.5,PIEL,root,0.1,1.01,76.05
OLY,9.5,PIEL,root,0.1,2,69.66
OLY,9.5,PIEL,root,0.1,3.01,59.93
OLY,9.5,PIEL,root,0.1,4,60.94
OLY,9.5,PIEL,root,0.1,5,51.6
OLY,9.5,PIEL,root,0.1,6.02,49.19
OLY,9.5,PIEL,root,0.1,6.99,37.12
OLY,9.5,PIEL,root,0.1,7.99,41.81
OLY,9.5,PIEL,root,0.1,8.99,34.6
OLY,9.5,PIEL,root,0.1,10.02,37.57
OLY,9.5,PIEL,litter,1,0,100
OLY,9.5,PIEL,litter,1,2,70.76
OLY,9.5,PIRE,litter,1,0,100
OLY,9.5,PIRE,litter,1,1.01,73.43
OLY,9.5,PIRE,litter,1,2,60.01
OLY,9.5,PIRE,litter,1,3.01,38.18
OLY,9.5,PIRE,litter,1,4,40.22
OLY,9.5,PIRE,litter,1,5,39.5
OLY,9.5,PIRE,litter,1,6.02,38.06
OLY,9.5,PIRE,litter,1,6.99,31.27
OLY,9.5,PIRE,litter,1,7.99,25.56
OLY,9.5,PIRE,litter,1,8.99,27.01
OLY,9.5,QUPR,litter,1,0,100
OLY,9.5,QUPR,litter,1,1.01,61.14
OLY,9.5,QUPR,litter,1,2,47.85
OLY,9.5,QUPR,litter,1,3.01,42.04
OLY,9.5,QUPR,litter,1,4,33.11
OLY,9.5,QUPR,litter,1,5,29.2
OLY,9.5,QUPR,litter,1,6.02,27.8
OLY,9.5,QUPR,litter,1,6.99,18.68
OLY,9.5,QUPR,litter,1,7.99,24.06
OLY,9.5,QUPR,litter,1,8.99,15.22
OLY,9.5,RHMA,litter,1,0,100
OLY,9.5,RHMA,litter,1,8.99,13.42
OLY,9.5,THPL,litter,1,0,100
OLY,9.5,THPL,litter,1,1.01,69.34
OLY,9.5,THPL,litter,1,2,64.01
OLY,9.5,THPL,litter,1,3.01,43.31
OLY,9.5,THPL,litter,1,4,40.33
OLY,9.5,THPL,litter,1,5,40.54
OLY,9.5,THPL,litter,1,6.02,45.06
OLY,9.5,THPL,litter,1,6.99,14.43
OLY,9.5,THPL,litter,1,7.99,23.21
OLY,9.5,THPL,litter,1,8.99,16.11
OLY,9.5,TRAE,litter,1,0,100
OLY,9.5,TRAE,litter,1,1.01,78.83
OLY,9.5,TRAE,litter,1,2,60.69
OLY,9.5,TRAE,litter,1,3.01,47.83
OLY,9.5,TRAE,litter,1,4,36.29
OLY,9.5,TRAE,litter,1,5,28.79
OLY,9.5,TRAE,litter,1,6.02,22.41
OLY,9.5,TRAE,litter,1,6.99,9.22
OLY,9.5,TRAE,litter,1,7.99,23.43
OLY,9.5,TRAE,litter,1,8.99,6.36
BSF,14.5,ABCO,litter,1,0,100
BSF,14.5,ABCO,litter,1,0.93,76.43
BSF,14.5,ACSA,litter,1,0,100
BSF,14.5,ACSA,litter,1,0.93,71.67
BSF,14.5,ACSA,litter,1,1.8,73.85
BSF,14.5,ACSA,litter,1,2.82,58.08
BSF,14.5,ACSA,litter,1,3.77,57.06
BSF,14.5,ACSA,litter,1,4.81,51.93
BSF,14.5,ACSA,litter,1,5.68,53.68
BSF,14.5,ACSA,litter,1,6.83,45.31
BSF,14.5,ACSA,litter,1,7.69,48.22
BSF,14.5,ACSA,litter,1,8.82,39.61
BSF,14.5,ACSA,litter,1,9.75,50.32
BSF,14.5,ANGE,root,0.1,0,100
BSF,14.5,ANGE,root,0.1,0.93,50.54
BSF,14.5,ANGE,root,0.1,1.8,71.68
BSF,14.5,ANGE,root,0.1,2.82,59.29
BSF,14.5,ANGE,root,0.1,3.77,43.57
BSF,14.5,ANGE,root,0.1,4.81,41.88
BSF,14.5,ANGE,root,0.1,5.68,44.65
BSF,14.5,ANGE,root,0.1,7.69,41.02
BSF,14.5,ANGE,root,0.1,9.75,40.18
BSF,14.5,ANGE,litter,1,0,100
BSF,14.5,ANGE,litter,1,2.82,75.25
BSF,14.5,ANGE,litter,1,9.75,48.66
BSF,14.5,BOGR,litter,1,0,100
BSF,14.5,BOGR,litter,1,4.81,36.7
BSF,14.5,CONU,litter,1,0,100
BSF,14.5,CONU,litter,1,7.69,17.9
BSF,14.5,CONU,litter,1,9.75,24.45
BSF,14.5,DRGL,root,0.1,0,100
BSF,14.5,DRGL,root,0.1,0.93,81.16
BSF,14.5,DRGL,root,0.1,1.8,64.65
BSF,14.5,DRGL,root,0.1,2.82,58.14
BSF,14.5,DRGL,root,0.1,3.77,53.7
BSF,14.5,DRGL,root,0.1,4.81,56.7
BSF,14.5,DRGL,root,0.1,5.68,50.29
BSF,14.5,DRGL,root,0.1,6.83,48.2
BSF,14.5,DRGL,root,0.1,7.69,59.37
BSF,14.5,DRGL,root,0.1,8.82,51.79
BSF,14.5,DRGL,root,0.1,9.75,49.27
BSF,14.5,DRGL,litter,1,0,100
BSF,14.5,DRGL,litter,1,0.93,62
BSF,14.5,DRGL,litter,1,1.8,61.23
BSF,14.5,DRGL,litter,1,2.82,51.74
BSF,14.5,DRGL,litter,1,3.77,44.78
BSF,14.5,DRGL,litter,1,4.81,35
BSF,14.5,DRGL,litter,1,5.68,35
BSF,14.5,DRGL,litter,1,6.83,35
BSF,14.5,DRGL,litter,1,7.69,28
BSF,14.5,DRGL,litter,1,8.82,27
BSF,14.5,DRGL,litter,1,9.75,24
BSF,14.5,FAGR,litter,1,0,100
BSF,14.5,FAGR,litter,1,6.83,62.11
BSF,14.5,PIEL,root,0.1,NA,NA
BSF,14.5,PIEL,litter,1,0,100
BSF,14.5,PIEL,litter,1,0.93,96.54
BSF,14.5,PIEL,litter,1,1.8,94.11
BSF,14.5,PIEL,litter,1,2.82,90.01
BSF,14.5,PIEL,litter,1,3.77,83.65
BSF,14.5,PIEL,litter,1,4.81,76.83
BSF,14.5,PIEL,litter,1,5.68,70.65
BSF,14.5,PIEL,litter,1,6.83,71.74
BSF,14.5,PIEL,litter,1,7.69,66.24
BSF,14.5,PIEL,litter,1,8.82,71.57
BSF,14.5,PIEL,litter,1,9.75,64.77
BSF,14.5,PINE,root,0.1,0,100
BSF,14.5,PINE,root,0.1,0.93,89.85
BSF,14.5,PINE,root,0.1,1.8,83.72
BSF,14.5,PINE,root,0.1,2.82,79.03
BSF,14.5,PINE,root,0.1,3.77,68.77
BSF,14.5,PINE,root,0.1,4.81,62.52
BSF,14.5,PINE,root,0.1,5.68,68.91
BSF,14.5,PINE,root,0.1,7.69,62.46
BSF,14.5,PINE,root,0.1,9.75,55.64
BSF,14.5,PIRE,root,0.1,NA,NA
BSF,14.5,QUPR,litter,1,0,100
BSF,14.5,QUPR,litter,1,0.93,85.15
BSF,14.5,QUPR,litter,1,1.8,76.59
BSF,14.5,QUPR,litter,1,2.82,71.96
BSF,14.5,QUPR,litter,1,3.77,59.38
BSF,14.5,QUPR,litter,1,4.81,65
BSF,14.5,QUPR,litter,1,5.68,64.7
BSF,14.5,QUPR,litter,1,6.83,51.6
BSF,14.5,QUPR,litter,1,7.69,51.05
BSF,14.5,QUPR,litter,1,8.82,49.67
BSF,14.5,QUPR,litter,1,9.75,49
BSF,14.5,SPAL,litter,1,0,100
BSF,14.5,SPAL,litter,1,8.82,43.74
BSF,14.5,THPL,litter,1,0,100
BSF,14.5,THPL,litter,1,0.93,85.69
BSF,14.5,THPL,litter,1,1.8,81.14
BSF,14.5,THPL,litter,1,2.82,74.23
BSF,14.5,THPL,litter,1,3.77,67.41
BSF,14.5,THPL,litter,1,4.81,67.74
BSF,14.5,THPL,litter,1,5.68,57.09
BSF,14.5,THPL,litter,1,6.83,52.32
BSF,14.5,THPL,litter,1,7.69,61.87
BSF,14.5,THPL,litter,1,8.82,55.68
BSF,14.5,THPL,litter,1,9.75,50.87
BSF,14.5,TRAE,litter,1,0,100
BSF,14.5,TRAE,litter,1,0.93,76.55
BSF,14.5,TRAE,litter,1,1.8,76.16
BSF,14.5,TRAE,litter,1,2.82,68.99
BSF,14.5,TRAE,litter,1,3.77,59.06
BSF,14.5,TRAE,litter,1,4.81,51
BSF,14.5,TRAE,litter,1,5.68,44.38
BSF,14.5,TRAE,litter,1,6.83,34.49
BSF,14.5,TRAE,litter,1,7.69,40.24
BSF,14.5,TRAE,litter,1,8.82,36.3
BSF,14.5,TRAE,litter,1,9.75,34
BSF,14.5,VOFE,litter,1,0,100
BSF,14.5,VOFE,litter,1,3.77,87.03
UFL,21.2,ACSA,litter,1,0,100
UFL,21.2,ACSA,litter,1,1,58.25
UFL,21.2,ACSA,litter,1,1.98,42.26
UFL,21.2,ACSA,litter,1,3.03,40.79
UFL,21.2,ACSA,litter,1,4.01,41.05
UFL,21.2,ACSA,litter,1,4.97,25.88
UFL,21.2,ACSA,litter,1,6.02,31.81
UFL,21.2,ACSA,litter,1,7.04,19.1
UFL,21.2,ACSA,litter,1,8.03,18.5
UFL,21.2,ACSA,litter,1,9.03,18.54
UFL,21.2,ACSA,litter,1,10.03,16.55
UFL,21.2,ANGE,root,0.1,0,100
UFL,21.2,ANGE,root,0.1,1,50.27
UFL,21.2,ANGE,root,0.1,1.98,38.52
UFL,21.2,ANGE,root,0.1,3.03,43.34
UFL,21.2,ANGE,root,0.1,4.01,15.97
UFL,21.2,ANGE,root,0.1,4.98,27.8
UFL,21.2,ANGE,root,0.1,6.02,16.7
UFL,21.2,ANGE,root,0.1,7.04,14.22
UFL,21.2,ANGE,root,0.1,8.03,10.7
UFL,21.2,ANGE,root,0.1,9.03,6.81
UFL,21.2,ANGE,root,0.1,10.04,3.29
UFL,21.2,BOER,litter,1,0,100
UFL,21.2,BOER,litter,1,6.02,29.03
UFL,21.2,BOER,litter,1,8.03,8.63
UFL,21.2,CEGR,litter,1,0,100
UFL,21.2,CEGR,litter,1,1.98,49.25
UFL,21.2,CEGR,litter,1,3.03,30
UFL,21.2,CONU,litter,1,0,100
UFL,21.2,CONU,litter,1,6.02,8.39
UFL,21.2,CONU,litter,1,7.04,8.51
UFL,21.2,DRGL,root,0.1,0,100
UFL,21.2,DRGL,root,0.1,1,58.95
UFL,21.2,DRGL,root,0.1,1.98,45.68
UFL,21.2,DRGL,root,0.1,3.03,37.75
UFL,21.2,DRGL,root,0.1,4.01,19.88
UFL,21.2,DRGL,root,0.1,4.98,20.99
UFL,21.2,DRGL,root,0.1,6.02,14.62
UFL,21.2,DRGL,root,0.1,7.04,12.66
UFL,21.2,DRGL,root,0.1,8.03,4.47
UFL,21.2,DRGL,root,0.1,9.03,7.86
UFL,21.2,DRGL,root,0.1,10.04,8.36
UFL,21.2,DRGL,litter,1,0,100
UFL,21.2,DRGL,litter,1,1,44.14
